segment_id,group_id,dataset_id,site,view,data_type,label,file_path,file_name,file_stem,start_sec,end_sec,ch_start,ch_end,original_fs,source_label_csv
10,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,24.0,26.0,243,648,1000.0,pohang_labels_2s.csv
11,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,25.0,27.0,243,648,1000.0,pohang_labels_2s.csv
12,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,26.0,28.0,243,648,1000.0,pohang_labels_2s.csv
13,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,27.0,29.0,243,648,1000.0,pohang_labels_2s.csv
14,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190623_184121.825,28.0,30.0,243,648,1000.0,pohang_labels_2s.csv
15,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,0.0,2.0,243,648,1000.0,pohang_labels_2s.csv
16,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,1.0,3.0,243,648,1000.0,pohang_labels_2s.csv
17,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,2.0,4.0,243,648,1000.0,pohang_labels_2s.csv
18,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,3.0,5.0,243,648,1000.0,pohang_labels_2s.csv
19,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,4.0,6.0,243,648,1000.0,pohang_labels_2s.csv
20,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,5.0,7.0,243,648,1000.0,pohang_labels_2s.csv
21,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,6.0,8.0,243,648,1000.0,pohang_labels_2s.csv
22,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,7.0,9.0,243,648,1000.0,pohang_labels_2s.csv
23,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,8.0,10.0,243,648,1000.0,pohang_labels_2s.csv
24,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,9.0,11.0,243,648,1000.0,pohang_labels_2s.csv
25,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,10.0,12.0,243,648,1000.0,pohang_labels_2s.csv
26,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,11.0,13.0,243,648,1000.0,pohang_labels_2s.csv
27,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,12.0,14.0,243,648,1000.0,pohang_labels_2s.csv
28,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190630_165251.825,13.0,15.0,243,648,1000.0,pohang_labels_2s.csv
29,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,15.0,17.0,243,648,1000.0,pohang_labels_2s.csv
30,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,16.0,18.0,243,648,1000.0,pohang_labels_2s.csv
31,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,17.0,19.0,243,648,1000.0,pohang_labels_2s.csv
32,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,18.0,20.0,243,648,1000.0,pohang_labels_2s.csv
33,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825,19.0,21.0,243,648,1000.0,pohang_labels_2s.csv
34,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,3.0,5.0,243,648,1000.0,pohang_labels_2s.csv
35,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,4.0,6.0,243,648,1000.0,pohang_labels_2s.csv
36,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,5.0,7.0,243,648,1000.0,pohang_labels_2s.csv
37,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,6.0,8.0,243,648,1000.0,pohang_labels_2s.csv
38,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,7.0,9.0,243,648,1000.0,pohang_labels_2s.csv
39,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,8.0,10.0,243,648,1000.0,pohang_labels_2s.csv
40,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,9.0,11.0,243,648,1000.0,pohang_labels_2s.csv
41,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,10.0,12.0,243,648,1000.0,pohang_labels_2s.csv
42,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,11.0,13.0,243,648,1000.0,pohang_labels_2s.csv
43,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,12.0,14.0,243,648,1000.0,pohang_labels_2s.csv
44,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,13.0,15.0,243,648,1000.0,pohang_labels_2s.csv
45,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,14.0,16.0,243,648,1000.0,pohang_labels_2s.csv
46,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,15.0,17.0,243,648,1000.0,pohang_labels_2s.csv
47,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,16.0,18.0,243,648,1000.0,pohang_labels_2s.csv
48,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,17.0,19.0,243,648,1000.0,pohang_labels_2s.csv
49,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,18.0,20.0,243,648,1000.0,pohang_labels_2s.csv
50,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,19.0,21.0,243,648,1000.0,pohang_labels_2s.csv
51,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,20.0,22.0,243,648,1000.0,pohang_labels_2s.csv
52,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,21.0,23.0,243,648,1000.0,pohang_labels_2s.csv
53,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,22.0,24.0,243,648,1000.0,pohang_labels_2s.csv
54,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,23.0,25.0,243,648,1000.0,pohang_labels_2s.csv
55,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,24.0,26.0,243,648,1000.0,pohang_labels_2s.csv
56,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,25.0,27.0,243,648,1000.0,pohang_labels_2s.csv
57,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,pohang,pohang,pohang,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825,26.0,28.0,243,648,1000.0,pohang_labels_2s.csv
