segment_id,group_id,dataset_id,site,view,data_type,label,file_path,file_name,file_stem,start_sec,end_sec,ch_start,ch_end,original_fs
13,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387,52.0,54.0,243,648,1000.0
14,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190522_180459.387,56.0,58.0,243,648,1000.0
15,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,2.0,4.0,243,648,1000.0
16,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,5.0,7.0,243,648,1000.0
17,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,6.0,8.0,243,648,1000.0
18,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,7.0,9.0,243,648,1000.0
19,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,11.0,13.0,243,648,1000.0
20,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,13.0,15.0,243,648,1000.0
21,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,20.0,22.0,243,648,1000.0
22,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,21.0,23.0,243,648,1000.0
23,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,24.0,26.0,243,648,1000.0
24,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,28.0,30.0,243,648,1000.0
25,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,32.0,34.0,243,648,1000.0
26,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,46.0,48.0,243,648,1000.0
27,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,51.0,53.0,243,648,1000.0
28,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,52.0,54.0,243,648,1000.0
29,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190524_114359.387,56.0,58.0,243,648,1000.0
30,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,2.0,4.0,243,648,1000.0
31,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,5.0,7.0,243,648,1000.0
32,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,12.0,14.0,243,648,1000.0
33,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,13.0,15.0,243,648,1000.0
34,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,16.0,18.0,243,648,1000.0
35,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,17.0,19.0,243,648,1000.0
36,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,21.0,23.0,243,648,1000.0
37,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,22.0,24.0,243,648,1000.0
38,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,23.0,25.0,243,648,1000.0
39,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,24.0,26.0,243,648,1000.0
40,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,36.0,38.0,243,648,1000.0
41,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,44.0,46.0,243,648,1000.0
42,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,53.0,55.0,243,648,1000.0
43,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,55.0,57.0,243,648,1000.0
44,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_053859.387,56.0,58.0,243,648,1000.0
45,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,1.0,3.0,243,648,1000.0
46,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,3.0,5.0,243,648,1000.0
47,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,4.0,6.0,243,648,1000.0
48,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,10.0,12.0,243,648,1000.0
49,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,19.0,21.0,243,648,1000.0
50,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,20.0,22.0,243,648,1000.0
51,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,27.0,29.0,243,648,1000.0
52,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,28.0,30.0,243,648,1000.0
53,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,32.0,34.0,243,648,1000.0
54,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,34.0,36.0,243,648,1000.0
55,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,37.0,39.0,243,648,1000.0
56,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,49.0,51.0,243,648,1000.0
57,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,50.0,52.0,243,648,1000.0
58,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,53.0,55.0,243,648,1000.0
59,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,pohang,pohang,pohang,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/unlabel/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_214559.387,57.0,59.0,243,648,1000.0
