site,tdms_file,seg_png,segment_index,start_sec,end_sec,is_event,confidence,note
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_004.png,4,4,5,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_005.png,5,5,6,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_006.png,6,6,7,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_007.png,7,7,8,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_008.png,8,8,9,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_009.png,9,9,10,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_010.png,10,10,11,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_011.png,11,11,12,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_012.png,12,12,13,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_013.png,13,13,14,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_014.png,14,14,15,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_015.png,15,15,16,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_016.png,16,16,17,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_017.png,17,17,18,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_018.png,18,18,19,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_019.png,19,19,20,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_020.png,20,20,21,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_021.png,21,21,22,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_022.png,22,22,23,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_023.png,23,23,24,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_024.png,24,24,25,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_025.png,25,25,26,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_026.png,26,26,27,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_027.png,27,27,28,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_028.png,28,28,29,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825.tdms,0002_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_001621.825\seg_029.png,29,29,30,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_000.png,0,0,1,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_001.png,1,1,2,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_002.png,2,2,3,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_003.png,3,3,4,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_004.png,4,4,5,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_005.png,5,5,6,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_006.png,6,6,7,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_007.png,7,7,8,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_008.png,8,8,9,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_009.png,9,9,10,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_010.png,10,10,11,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_011.png,11,11,12,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_012.png,12,12,13,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_013.png,13,13,14,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_014.png,14,14,15,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_015.png,15,15,16,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_016.png,16,16,17,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_017.png,17,17,18,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_018.png,18,18,19,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_019.png,19,19,20,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_020.png,20,20,21,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_021.png,21,21,22,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_022.png,22,22,23,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_023.png,23,23,24,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_024.png,24,24,25,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_025.png,25,25,26,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_026.png,26,26,27,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_027.png,27,27,28,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_028.png,28,28,29,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825.tdms,0003_1khz_50ns_20deci_2m_UTC+0900_DST0_20190702_205151.825\seg_029.png,29,29,30,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_000.png,0,0,1,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_001.png,1,1,2,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_002.png,2,2,3,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_003.png,3,3,4,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_004.png,4,4,5,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_005.png,5,5,6,1,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_006.png,6,6,7,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_007.png,7,7,8,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_008.png,8,8,9,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_009.png,9,9,10,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_010.png,10,10,11,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_011.png,11,11,12,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_012.png,12,12,13,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_013.png,13,13,14,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_014.png,14,14,15,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_015.png,15,15,16,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_016.png,16,16,17,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_017.png,17,17,18,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_018.png,18,18,19,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_019.png,19,19,20,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_020.png,20,20,21,0,,
pohang,1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825.tdms,0004_1khz_50ns_20deci_2m_UTC+0900_DST0_20190703_034051.825\seg_021.png,21,21,22,0,,
