dataset_id,site,view,data_type,file_path,file_name,file_stem,ext,group_id,original_fs,ch_start,ch_end
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_014159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_014159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_014159.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_014159.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_165059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_165059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_165059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_165059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_200059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_200059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_200059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_200059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_221559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_221559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_221559.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190526_221559.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190527_051959.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190527_051959.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190527_051959.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190527_051959.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043459.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043459.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043859.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_043859.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_103859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_103859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_103859.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190528_103859.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_023759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_023759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_023759.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_023759.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_163859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_163859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_163859.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190529_163859.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190530_053059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190530_053059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190530_053059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190530_053059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_012459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_012459.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_012459.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_012459.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_163759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_163759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_163759.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190531_163759.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_052759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_052759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_052759.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_052759.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_183059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_183059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_183059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_183059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_215259.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_215259.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_215259.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190601_215259.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_002659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_002659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_002659.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_002659.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_013159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_013159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_013159.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_013159.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_072559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_072559.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_072559.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_072559.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_220159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_220159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_220159.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_220159.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_223159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_223159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_223159.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190602_223159.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_030759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_030759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_030759.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_030759.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_052959.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_052959.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_052959.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_052959.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_084259.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_084259.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_084259.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_084259.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152159.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152159.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152359.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190603_152359.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_042659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_042659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_042659.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_042659.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_074059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_074059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_074059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_074059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_231759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_231759.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_231759.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190606_231759.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_030059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_030059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_030059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_030059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_074659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_074659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_074659.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_074659.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_143359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_143359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_143359.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190607_143359.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190608_003059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190608_003059.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190608_003059.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190608_003059.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_024159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_024159.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_024159.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_024159.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_165859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_165859.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_165859.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_165859.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_171659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_171659.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_171659.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190612_171659.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_075359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_075359.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_075359.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_075359.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_084959.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_084959.387.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_084959.387,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_084959.387,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_210730.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_210730.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_210730.986,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_210730.986,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_212130.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_212130.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_212130.986,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190613_212130.986,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_012030.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_012030.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_012030.986,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_012030.986,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_031930.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_031930.986.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_031930.986,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_031930.986,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_234851.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_234851.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_234851.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190614_234851.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_013051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_013051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_013051.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_013051.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_015851.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_015851.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_015851.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_015851.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_045051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_045051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_045051.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_045051.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_052851.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_052851.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_052851.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_052851.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_055551.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_055551.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_055551.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_055551.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_061051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_061051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_061051.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_061051.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_090551.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_090551.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_090551.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_090551.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_120751.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_120751.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_120751.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_120751.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_180051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_180051.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_180051.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_180051.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_190451.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_190451.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_190451.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_190451.825,1000.0,243,648
pohang,pohang,pohang,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_PH/data/event/1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_194551.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_194551.825.tdms,1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_194551.825,.tdms,pohang__1khz_50ns_20deci_2m_UTC+0900_DST0_20190615_194551.825,1000.0,243,648
