segment_id,group_id,dataset_id,site,view,data_type,label,file_path,file_name,file_stem,start_sec,end_sec,ch_start,ch_end,original_fs,source_label_csv
16,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,2.0,4.0,2200,2605,1000.0,utah_2023_labels_2s.csv
17,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,2.0,4.0,2650,3055,1000.0,utah_2023_labels_2s.csv
18,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,3.0,5.0,400,805,1000.0,utah_2023_labels_2s.csv
19,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,3.0,5.0,850,1255,1000.0,utah_2023_labels_2s.csv
20,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,3.0,5.0,1300,1705,1000.0,utah_2023_labels_2s.csv
21,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,3.0,5.0,1750,2155,1000.0,utah_2023_labels_2s.csv
22,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,3.0,5.0,2200,2605,1000.0,utah_2023_labels_2s.csv
23,utah_2023__RAW_20230719_014658.140,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_014658.140.sgy,RAW_20230719_014658.140.sgy,RAW_20230719_014658.140,3.0,5.0,2650,3055,1000.0,utah_2023_labels_2s.csv
24,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,0.0,2.0,400,805,1000.0,utah_2023_labels_2s.csv
25,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,0.0,2.0,850,1255,1000.0,utah_2023_labels_2s.csv
26,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,0.0,2.0,1300,1705,1000.0,utah_2023_labels_2s.csv
27,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,0.0,2.0,1750,2155,1000.0,utah_2023_labels_2s.csv
28,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,0.0,2.0,2200,2605,1000.0,utah_2023_labels_2s.csv
29,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,0.0,2.0,2650,3055,1000.0,utah_2023_labels_2s.csv
30,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,1.0,3.0,400,805,1000.0,utah_2023_labels_2s.csv
31,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,1.0,3.0,850,1255,1000.0,utah_2023_labels_2s.csv
32,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,1.0,3.0,1300,1705,1000.0,utah_2023_labels_2s.csv
33,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,1.0,3.0,1750,2155,1000.0,utah_2023_labels_2s.csv
34,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,1.0,3.0,2200,2605,1000.0,utah_2023_labels_2s.csv
35,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,1.0,3.0,2650,3055,1000.0,utah_2023_labels_2s.csv
36,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,2.0,4.0,400,805,1000.0,utah_2023_labels_2s.csv
37,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,2.0,4.0,850,1255,1000.0,utah_2023_labels_2s.csv
38,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,2.0,4.0,1300,1705,1000.0,utah_2023_labels_2s.csv
39,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,2.0,4.0,1750,2155,1000.0,utah_2023_labels_2s.csv
40,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,2.0,4.0,2200,2605,1000.0,utah_2023_labels_2s.csv
41,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,2.0,4.0,2650,3055,1000.0,utah_2023_labels_2s.csv
42,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,3.0,5.0,400,805,1000.0,utah_2023_labels_2s.csv
43,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,3.0,5.0,850,1255,1000.0,utah_2023_labels_2s.csv
44,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,3.0,5.0,1300,1705,1000.0,utah_2023_labels_2s.csv
45,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,3.0,5.0,1750,2155,1000.0,utah_2023_labels_2s.csv
46,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,3.0,5.0,2200,2605,1000.0,utah_2023_labels_2s.csv
47,utah_2023__RAW_20230719_015052.760,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015052.760.sgy,RAW_20230719_015052.760.sgy,RAW_20230719_015052.760,3.0,5.0,2650,3055,1000.0,utah_2023_labels_2s.csv
48,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,0.0,2.0,400,805,1000.0,utah_2023_labels_2s.csv
49,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,0.0,2.0,850,1255,1000.0,utah_2023_labels_2s.csv
50,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,0.0,2.0,1300,1705,1000.0,utah_2023_labels_2s.csv
51,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,0.0,2.0,1750,2155,1000.0,utah_2023_labels_2s.csv
52,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,0.0,2.0,2200,2605,1000.0,utah_2023_labels_2s.csv
53,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,0.0,2.0,2650,3055,1000.0,utah_2023_labels_2s.csv
54,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,1.0,3.0,400,805,1000.0,utah_2023_labels_2s.csv
55,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,1.0,3.0,850,1255,1000.0,utah_2023_labels_2s.csv
56,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,1.0,3.0,1300,1705,1000.0,utah_2023_labels_2s.csv
57,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,1.0,3.0,1750,2155,1000.0,utah_2023_labels_2s.csv
58,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,1.0,3.0,2200,2605,1000.0,utah_2023_labels_2s.csv
59,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,1.0,3.0,2650,3055,1000.0,utah_2023_labels_2s.csv
60,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,2.0,4.0,400,805,1000.0,utah_2023_labels_2s.csv
61,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,2.0,4.0,850,1255,1000.0,utah_2023_labels_2s.csv
62,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,2.0,4.0,1300,1705,1000.0,utah_2023_labels_2s.csv
63,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,2.0,4.0,1750,2155,1000.0,utah_2023_labels_2s.csv
64,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,2.0,4.0,2200,2605,1000.0,utah_2023_labels_2s.csv
65,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,2.0,4.0,2650,3055,1000.0,utah_2023_labels_2s.csv
66,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,3.0,5.0,400,805,1000.0,utah_2023_labels_2s.csv
67,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,3.0,5.0,850,1255,1000.0,utah_2023_labels_2s.csv
68,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,3.0,5.0,1300,1705,1000.0,utah_2023_labels_2s.csv
69,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,3.0,5.0,1750,2155,1000.0,utah_2023_labels_2s.csv
70,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,3.0,5.0,2200,2605,1000.0,utah_2023_labels_2s.csv
71,utah_2023__RAW_20230719_015140.420,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_015140.420.sgy,RAW_20230719_015140.420.sgy,RAW_20230719_015140.420,3.0,5.0,2650,3055,1000.0,utah_2023_labels_2s.csv
72,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,0.0,2.0,400,805,1000.0,utah_2023_labels_2s.csv
73,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,0.0,2.0,850,1255,1000.0,utah_2023_labels_2s.csv
74,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,0.0,2.0,1300,1705,1000.0,utah_2023_labels_2s.csv
75,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,0.0,2.0,1750,2155,1000.0,utah_2023_labels_2s.csv
76,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,0.0,2.0,2200,2605,1000.0,utah_2023_labels_2s.csv
77,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,0.0,2.0,2650,3055,1000.0,utah_2023_labels_2s.csv
78,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,1.0,3.0,400,805,1000.0,utah_2023_labels_2s.csv
79,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,1.0,3.0,850,1255,1000.0,utah_2023_labels_2s.csv
80,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,1.0,3.0,1300,1705,1000.0,utah_2023_labels_2s.csv
81,utah_2023__RAW_20230719_021049.840,utah_2023,utah_2023,utah_2023,event,1,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_021049.840.sgy,RAW_20230719_021049.840.sgy,RAW_20230719_021049.840,1.0,3.0,1750,2155,1000.0,utah_2023_labels_2s.csv
