dataset_id,site,view,file_path,file_name,file_stem,ext,group_id,original_fs,ch_start,ch_end
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_035436.600.sgy,RAW_20230719_035436.600.sgy,RAW_20230719_035436.600,.sgy,utah_2023__RAW_20230719_035436.600,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_035957.680.sgy,RAW_20230719_035957.680.sgy,RAW_20230719_035957.680,.sgy,utah_2023__RAW_20230719_035957.680,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040051.760.sgy,RAW_20230719_040051.760.sgy,RAW_20230719_040051.760,.sgy,utah_2023__RAW_20230719_040051.760,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040055.300.sgy,RAW_20230719_040055.300.sgy,RAW_20230719_040055.300,.sgy,utah_2023__RAW_20230719_040055.300,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040116.080.sgy,RAW_20230719_040116.080.sgy,RAW_20230719_040116.080,.sgy,utah_2023__RAW_20230719_040116.080,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040132.780.sgy,RAW_20230719_040132.780.sgy,RAW_20230719_040132.780,.sgy,utah_2023__RAW_20230719_040132.780,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040153.740.sgy,RAW_20230719_040153.740.sgy,RAW_20230719_040153.740,.sgy,utah_2023__RAW_20230719_040153.740,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040253.400.sgy,RAW_20230719_040253.400.sgy,RAW_20230719_040253.400,.sgy,utah_2023__RAW_20230719_040253.400,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_040433.560.sgy,RAW_20230719_040433.560.sgy,RAW_20230719_040433.560,.sgy,utah_2023__RAW_20230719_040433.560,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_041155.580.sgy,RAW_20230719_041155.580.sgy,RAW_20230719_041155.580,.sgy,utah_2023__RAW_20230719_041155.580,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_041343.440.sgy,RAW_20230719_041343.440.sgy,RAW_20230719_041343.440,.sgy,utah_2023__RAW_20230719_041343.440,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_041710.280.sgy,RAW_20230719_041710.280.sgy,RAW_20230719_041710.280,.sgy,utah_2023__RAW_20230719_041710.280,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_042002.020.sgy,RAW_20230719_042002.020.sgy,RAW_20230719_042002.020,.sgy,utah_2023__RAW_20230719_042002.020,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_042006.560.sgy,RAW_20230719_042006.560.sgy,RAW_20230719_042006.560,.sgy,utah_2023__RAW_20230719_042006.560,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_043103.860.sgy,RAW_20230719_043103.860.sgy,RAW_20230719_043103.860,.sgy,utah_2023__RAW_20230719_043103.860,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_043105.320.sgy,RAW_20230719_043105.320.sgy,RAW_20230719_043105.320,.sgy,utah_2023__RAW_20230719_043105.320,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_043406.020.sgy,RAW_20230719_043406.020.sgy,RAW_20230719_043406.020,.sgy,utah_2023__RAW_20230719_043406.020,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_044426.140.sgy,RAW_20230719_044426.140.sgy,RAW_20230719_044426.140,.sgy,utah_2023__RAW_20230719_044426.140,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_044547.400.sgy,RAW_20230719_044547.400.sgy,RAW_20230719_044547.400,.sgy,utah_2023__RAW_20230719_044547.400,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_050147.540.sgy,RAW_20230719_050147.540.sgy,RAW_20230719_050147.540,.sgy,utah_2023__RAW_20230719_050147.540,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_051004.980.sgy,RAW_20230719_051004.980.sgy,RAW_20230719_051004.980,.sgy,utah_2023__RAW_20230719_051004.980,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_051543.780.sgy,RAW_20230719_051543.780.sgy,RAW_20230719_051543.780,.sgy,utah_2023__RAW_20230719_051543.780,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_051730.040.sgy,RAW_20230719_051730.040.sgy,RAW_20230719_051730.040,.sgy,utah_2023__RAW_20230719_051730.040,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_052359.820.sgy,RAW_20230719_052359.820.sgy,RAW_20230719_052359.820,.sgy,utah_2023__RAW_20230719_052359.820,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_054509.880.sgy,RAW_20230719_054509.880.sgy,RAW_20230719_054509.880,.sgy,utah_2023__RAW_20230719_054509.880,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_055455.600.sgy,RAW_20230719_055455.600.sgy,RAW_20230719_055455.600,.sgy,utah_2023__RAW_20230719_055455.600,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_055501.740.sgy,RAW_20230719_055501.740.sgy,RAW_20230719_055501.740,.sgy,utah_2023__RAW_20230719_055501.740,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_055911.380.sgy,RAW_20230719_055911.380.sgy,RAW_20230719_055911.380,.sgy,utah_2023__RAW_20230719_055911.380,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_060005.780.sgy,RAW_20230719_060005.780.sgy,RAW_20230719_060005.780,.sgy,utah_2023__RAW_20230719_060005.780,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_060022.840.sgy,RAW_20230719_060022.840.sgy,RAW_20230719_060022.840,.sgy,utah_2023__RAW_20230719_060022.840,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_060125.060.sgy,RAW_20230719_060125.060.sgy,RAW_20230719_060125.060,.sgy,utah_2023__RAW_20230719_060125.060,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_061531.020.sgy,RAW_20230719_061531.020.sgy,RAW_20230719_061531.020,.sgy,utah_2023__RAW_20230719_061531.020,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_062035.920.sgy,RAW_20230719_062035.920.sgy,RAW_20230719_062035.920,.sgy,utah_2023__RAW_20230719_062035.920,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_062247.120.sgy,RAW_20230719_062247.120.sgy,RAW_20230719_062247.120,.sgy,utah_2023__RAW_20230719_062247.120,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_064141.680.sgy,RAW_20230719_064141.680.sgy,RAW_20230719_064141.680,.sgy,utah_2023__RAW_20230719_064141.680,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_064205.660.sgy,RAW_20230719_064205.660.sgy,RAW_20230719_064205.660,.sgy,utah_2023__RAW_20230719_064205.660,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_064501.860.sgy,RAW_20230719_064501.860.sgy,RAW_20230719_064501.860,.sgy,utah_2023__RAW_20230719_064501.860,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_064853.660.sgy,RAW_20230719_064853.660.sgy,RAW_20230719_064853.660,.sgy,utah_2023__RAW_20230719_064853.660,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_065306.860.sgy,RAW_20230719_065306.860.sgy,RAW_20230719_065306.860,.sgy,utah_2023__RAW_20230719_065306.860,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_065523.560.sgy,RAW_20230719_065523.560.sgy,RAW_20230719_065523.560,.sgy,utah_2023__RAW_20230719_065523.560,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_065900.780.sgy,RAW_20230719_065900.780.sgy,RAW_20230719_065900.780,.sgy,utah_2023__RAW_20230719_065900.780,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_070140.740.sgy,RAW_20230719_070140.740.sgy,RAW_20230719_070140.740,.sgy,utah_2023__RAW_20230719_070140.740,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_070535.980.sgy,RAW_20230719_070535.980.sgy,RAW_20230719_070535.980,.sgy,utah_2023__RAW_20230719_070535.980,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_071705.740.sgy,RAW_20230719_071705.740.sgy,RAW_20230719_071705.740,.sgy,utah_2023__RAW_20230719_071705.740,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_071903.640.sgy,RAW_20230719_071903.640.sgy,RAW_20230719_071903.640,.sgy,utah_2023__RAW_20230719_071903.640,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_071905.740.sgy,RAW_20230719_071905.740.sgy,RAW_20230719_071905.740,.sgy,utah_2023__RAW_20230719_071905.740,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_072348.880.sgy,RAW_20230719_072348.880.sgy,RAW_20230719_072348.880,.sgy,utah_2023__RAW_20230719_072348.880,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_073441.500.sgy,RAW_20230719_073441.500.sgy,RAW_20230719_073441.500,.sgy,utah_2023__RAW_20230719_073441.500,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_073610.580.sgy,RAW_20230719_073610.580.sgy,RAW_20230719_073610.580,.sgy,utah_2023__RAW_20230719_073610.580,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_073748.660.sgy,RAW_20230719_073748.660.sgy,RAW_20230719_073748.660,.sgy,utah_2023__RAW_20230719_073748.660,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_074647.820.sgy,RAW_20230719_074647.820.sgy,RAW_20230719_074647.820,.sgy,utah_2023__RAW_20230719_074647.820,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_074724.340.sgy,RAW_20230719_074724.340.sgy,RAW_20230719_074724.340,.sgy,utah_2023__RAW_20230719_074724.340,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_074924.900.sgy,RAW_20230719_074924.900.sgy,RAW_20230719_074924.900,.sgy,utah_2023__RAW_20230719_074924.900,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_075003.440.sgy,RAW_20230719_075003.440.sgy,RAW_20230719_075003.440,.sgy,utah_2023__RAW_20230719_075003.440,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_075010.100.sgy,RAW_20230719_075010.100.sgy,RAW_20230719_075010.100,.sgy,utah_2023__RAW_20230719_075010.100,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_075130.920.sgy,RAW_20230719_075130.920.sgy,RAW_20230719_075130.920,.sgy,utah_2023__RAW_20230719_075130.920,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_080627.020.sgy,RAW_20230719_080627.020.sgy,RAW_20230719_080627.020,.sgy,utah_2023__RAW_20230719_080627.020,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_080821.520.sgy,RAW_20230719_080821.520.sgy,RAW_20230719_080821.520,.sgy,utah_2023__RAW_20230719_080821.520,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_080827.020.sgy,RAW_20230719_080827.020.sgy,RAW_20230719_080827.020,.sgy,utah_2023__RAW_20230719_080827.020,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_081128.000.sgy,RAW_20230719_081128.000.sgy,RAW_20230719_081128.000,.sgy,utah_2023__RAW_20230719_081128.000,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_081400.440.sgy,RAW_20230719_081400.440.sgy,RAW_20230719_081400.440,.sgy,utah_2023__RAW_20230719_081400.440,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_082102.600.sgy,RAW_20230719_082102.600.sgy,RAW_20230719_082102.600,.sgy,utah_2023__RAW_20230719_082102.600,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_082154.000.sgy,RAW_20230719_082154.000.sgy,RAW_20230719_082154.000,.sgy,utah_2023__RAW_20230719_082154.000,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_083006.100.sgy,RAW_20230719_083006.100.sgy,RAW_20230719_083006.100,.sgy,utah_2023__RAW_20230719_083006.100,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_083234.520.sgy,RAW_20230719_083234.520.sgy,RAW_20230719_083234.520,.sgy,utah_2023__RAW_20230719_083234.520,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_083622.280.sgy,RAW_20230719_083622.280.sgy,RAW_20230719_083622.280,.sgy,utah_2023__RAW_20230719_083622.280,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_083648.200.sgy,RAW_20230719_083648.200.sgy,RAW_20230719_083648.200,.sgy,utah_2023__RAW_20230719_083648.200,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_083701.100.sgy,RAW_20230719_083701.100.sgy,RAW_20230719_083701.100,.sgy,utah_2023__RAW_20230719_083701.100,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_083850.320.sgy,RAW_20230719_083850.320.sgy,RAW_20230719_083850.320,.sgy,utah_2023__RAW_20230719_083850.320,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_084920.980.sgy,RAW_20230719_084920.980.sgy,RAW_20230719_084920.980,.sgy,utah_2023__RAW_20230719_084920.980,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_085832.340.sgy,RAW_20230719_085832.340.sgy,RAW_20230719_085832.340,.sgy,utah_2023__RAW_20230719_085832.340,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_090023.100.sgy,RAW_20230719_090023.100.sgy,RAW_20230719_090023.100,.sgy,utah_2023__RAW_20230719_090023.100,1000.0,400,805
utah_2023,utah_2023,utah_2023,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2023/data/event_2417/RAW_20230719_090650.840.sgy,RAW_20230719_090650.840.sgy,RAW_20230719_090650.840,.sgy,utah_2023__RAW_20230719_090650.840,1000.0,400,805
