segment_id,group_id,dataset_id,site,view,data_type,label,file_path,file_name,file_stem,start_sec,end_sec,ch_start,ch_end,original_fs
12,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,26.0,28.0,679,1084,1000.0
13,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,27.0,29.0,679,1084,1000.0
14,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,28.0,30.0,679,1084,1000.0
15,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,0.0,2.0,273,678,1000.0
16,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,2.0,4.0,273,678,1000.0
17,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,3.0,5.0,273,678,1000.0
18,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,5.0,7.0,273,678,1000.0
19,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,6.0,8.0,273,678,1000.0
20,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,10.0,12.0,273,678,1000.0
21,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,12.0,14.0,273,678,1000.0
22,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,13.0,15.0,273,678,1000.0
23,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,20.0,22.0,273,678,1000.0
24,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,22.0,24.0,273,678,1000.0
25,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,24.0,26.0,273,678,1000.0
26,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,25.0,27.0,273,678,1000.0
27,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,26.0,28.0,273,678,1000.0
28,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,27.0,29.0,273,678,1000.0
29,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024208,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208.sgy,FORGE_78-32_iDASv3-P11_UTC190426024208,28.0,30.0,273,678,1000.0
30,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,1.0,3.0,679,1084,1000.0
31,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,4.0,6.0,679,1084,1000.0
32,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,5.0,7.0,679,1084,1000.0
33,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,9.0,11.0,679,1084,1000.0
34,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,10.0,12.0,679,1084,1000.0
35,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,11.0,13.0,679,1084,1000.0
36,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,13.0,15.0,679,1084,1000.0
37,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,15.0,17.0,679,1084,1000.0
38,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,17.0,19.0,679,1084,1000.0
39,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,19.0,21.0,679,1084,1000.0
40,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,20.0,22.0,679,1084,1000.0
41,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,22.0,24.0,679,1084,1000.0
42,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,23.0,25.0,679,1084,1000.0
43,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,24.0,26.0,679,1084,1000.0
44,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,28.0,30.0,679,1084,1000.0
45,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,1.0,3.0,273,678,1000.0
46,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,4.0,6.0,273,678,1000.0
47,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,5.0,7.0,273,678,1000.0
48,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,9.0,11.0,273,678,1000.0
49,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,10.0,12.0,273,678,1000.0
50,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,11.0,13.0,273,678,1000.0
51,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,13.0,15.0,273,678,1000.0
52,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,15.0,17.0,273,678,1000.0
53,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,17.0,19.0,273,678,1000.0
54,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,19.0,21.0,273,678,1000.0
55,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,20.0,22.0,273,678,1000.0
56,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,22.0,24.0,273,678,1000.0
57,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,23.0,25.0,273,678,1000.0
58,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,24.0,26.0,273,678,1000.0
59,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024223,utah_2019,utah_2019,utah_2019_2,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223.sgy,FORGE_78-32_iDASv3-P11_UTC190426024223,28.0,30.0,273,678,1000.0
60,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024238,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238,5.0,7.0,679,1084,1000.0
61,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024238,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238,6.0,8.0,679,1084,1000.0
62,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024238,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238,7.0,9.0,679,1084,1000.0
63,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024238,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238,8.0,10.0,679,1084,1000.0
64,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024238,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238,9.0,11.0,679,1084,1000.0
65,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426024238,utah_2019,utah_2019,utah_2019_1,unlabel,2,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/unlabel/FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238.sgy,FORGE_78-32_iDASv3-P11_UTC190426024238,10.0,12.0,679,1084,1000.0
