dataset_id,site,data_type,file_path,file_name,file_stem,ext,group_id,original_fs
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174108.sgy,FORGE_78-32_iDASv3-P11_UTC190427174108.sgy,FORGE_78-32_iDASv3-P11_UTC190427174108,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174108,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174308.sgy,FORGE_78-32_iDASv3-P11_UTC190427174308.sgy,FORGE_78-32_iDASv3-P11_UTC190427174308,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174308,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174508.sgy,FORGE_78-32_iDASv3-P11_UTC190427174508.sgy,FORGE_78-32_iDASv3-P11_UTC190427174508,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174508,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174538.sgy,FORGE_78-32_iDASv3-P11_UTC190427174538.sgy,FORGE_78-32_iDASv3-P11_UTC190427174538,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174538,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174608.sgy,FORGE_78-32_iDASv3-P11_UTC190427174608.sgy,FORGE_78-32_iDASv3-P11_UTC190427174608,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174608,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174753.sgy,FORGE_78-32_iDASv3-P11_UTC190427174753.sgy,FORGE_78-32_iDASv3-P11_UTC190427174753,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174753,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427174923.sgy,FORGE_78-32_iDASv3-P11_UTC190427174923.sgy,FORGE_78-32_iDASv3-P11_UTC190427174923,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427174923,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175023.sgy,FORGE_78-32_iDASv3-P11_UTC190427175023.sgy,FORGE_78-32_iDASv3-P11_UTC190427175023,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175023,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175038.sgy,FORGE_78-32_iDASv3-P11_UTC190427175038.sgy,FORGE_78-32_iDASv3-P11_UTC190427175038,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175038,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175108.sgy,FORGE_78-32_iDASv3-P11_UTC190427175108.sgy,FORGE_78-32_iDASv3-P11_UTC190427175108,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175108,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175123.sgy,FORGE_78-32_iDASv3-P11_UTC190427175123.sgy,FORGE_78-32_iDASv3-P11_UTC190427175123,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175123,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175438.sgy,FORGE_78-32_iDASv3-P11_UTC190427175438.sgy,FORGE_78-32_iDASv3-P11_UTC190427175438,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175438,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175823.sgy,FORGE_78-32_iDASv3-P11_UTC190427175823.sgy,FORGE_78-32_iDASv3-P11_UTC190427175823,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175823,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427175953.sgy,FORGE_78-32_iDASv3-P11_UTC190427175953.sgy,FORGE_78-32_iDASv3-P11_UTC190427175953,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427175953,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180023.sgy,FORGE_78-32_iDASv3-P11_UTC190427180023.sgy,FORGE_78-32_iDASv3-P11_UTC190427180023,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180023,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180053.sgy,FORGE_78-32_iDASv3-P11_UTC190427180053.sgy,FORGE_78-32_iDASv3-P11_UTC190427180053,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180053,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180423.sgy,FORGE_78-32_iDASv3-P11_UTC190427180423.sgy,FORGE_78-32_iDASv3-P11_UTC190427180423,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180423,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180453.sgy,FORGE_78-32_iDASv3-P11_UTC190427180453.sgy,FORGE_78-32_iDASv3-P11_UTC190427180453,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180453,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180538.sgy,FORGE_78-32_iDASv3-P11_UTC190427180538.sgy,FORGE_78-32_iDASv3-P11_UTC190427180538,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180538,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180553.sgy,FORGE_78-32_iDASv3-P11_UTC190427180553.sgy,FORGE_78-32_iDASv3-P11_UTC190427180553,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180553,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180708.sgy,FORGE_78-32_iDASv3-P11_UTC190427180708.sgy,FORGE_78-32_iDASv3-P11_UTC190427180708,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180708,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427180953.sgy,FORGE_78-32_iDASv3-P11_UTC190427180953.sgy,FORGE_78-32_iDASv3-P11_UTC190427180953,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427180953,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427181008.sgy,FORGE_78-32_iDASv3-P11_UTC190427181008.sgy,FORGE_78-32_iDASv3-P11_UTC190427181008,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427181008,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427182223.sgy,FORGE_78-32_iDASv3-P11_UTC190427182223.sgy,FORGE_78-32_iDASv3-P11_UTC190427182223,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427182223,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427182638.sgy,FORGE_78-32_iDASv3-P11_UTC190427182638.sgy,FORGE_78-32_iDASv3-P11_UTC190427182638,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427182638,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427182753.sgy,FORGE_78-32_iDASv3-P11_UTC190427182753.sgy,FORGE_78-32_iDASv3-P11_UTC190427182753,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427182753,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427191823.sgy,FORGE_78-32_iDASv3-P11_UTC190427191823.sgy,FORGE_78-32_iDASv3-P11_UTC190427191823,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427191823,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427194323.sgy,FORGE_78-32_iDASv3-P11_UTC190427194323.sgy,FORGE_78-32_iDASv3-P11_UTC190427194323,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427194323,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427194723.sgy,FORGE_78-32_iDASv3-P11_UTC190427194723.sgy,FORGE_78-32_iDASv3-P11_UTC190427194723,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427194723,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427194908.sgy,FORGE_78-32_iDASv3-P11_UTC190427194908.sgy,FORGE_78-32_iDASv3-P11_UTC190427194908,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427194908,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427194938.sgy,FORGE_78-32_iDASv3-P11_UTC190427194938.sgy,FORGE_78-32_iDASv3-P11_UTC190427194938,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427194938,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427194953.sgy,FORGE_78-32_iDASv3-P11_UTC190427194953.sgy,FORGE_78-32_iDASv3-P11_UTC190427194953,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427194953,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427195008.sgy,FORGE_78-32_iDASv3-P11_UTC190427195008.sgy,FORGE_78-32_iDASv3-P11_UTC190427195008,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427195008,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427195323.sgy,FORGE_78-32_iDASv3-P11_UTC190427195323.sgy,FORGE_78-32_iDASv3-P11_UTC190427195323,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427195323,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427195423.sgy,FORGE_78-32_iDASv3-P11_UTC190427195423.sgy,FORGE_78-32_iDASv3-P11_UTC190427195423,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427195423,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427195753.sgy,FORGE_78-32_iDASv3-P11_UTC190427195753.sgy,FORGE_78-32_iDASv3-P11_UTC190427195753,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427195753,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427195823.sgy,FORGE_78-32_iDASv3-P11_UTC190427195823.sgy,FORGE_78-32_iDASv3-P11_UTC190427195823,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427195823,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427200308.sgy,FORGE_78-32_iDASv3-P11_UTC190427200308.sgy,FORGE_78-32_iDASv3-P11_UTC190427200308,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427200308,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427200508.sgy,FORGE_78-32_iDASv3-P11_UTC190427200508.sgy,FORGE_78-32_iDASv3-P11_UTC190427200508,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427200508,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427200638.sgy,FORGE_78-32_iDASv3-P11_UTC190427200638.sgy,FORGE_78-32_iDASv3-P11_UTC190427200638,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427200638,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427200653.sgy,FORGE_78-32_iDASv3-P11_UTC190427200653.sgy,FORGE_78-32_iDASv3-P11_UTC190427200653,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427200653,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427200953.sgy,FORGE_78-32_iDASv3-P11_UTC190427200953.sgy,FORGE_78-32_iDASv3-P11_UTC190427200953,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427200953,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427201008.sgy,FORGE_78-32_iDASv3-P11_UTC190427201008.sgy,FORGE_78-32_iDASv3-P11_UTC190427201008,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427201008,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427201723.sgy,FORGE_78-32_iDASv3-P11_UTC190427201723.sgy,FORGE_78-32_iDASv3-P11_UTC190427201723,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427201723,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427202053.sgy,FORGE_78-32_iDASv3-P11_UTC190427202053.sgy,FORGE_78-32_iDASv3-P11_UTC190427202053,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427202053,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427203253.sgy,FORGE_78-32_iDASv3-P11_UTC190427203253.sgy,FORGE_78-32_iDASv3-P11_UTC190427203253,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427203253,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427203938.sgy,FORGE_78-32_iDASv3-P11_UTC190427203938.sgy,FORGE_78-32_iDASv3-P11_UTC190427203938,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427203938,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427204208.sgy,FORGE_78-32_iDASv3-P11_UTC190427204208.sgy,FORGE_78-32_iDASv3-P11_UTC190427204208,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427204208,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427213008.sgy,FORGE_78-32_iDASv3-P11_UTC190427213008.sgy,FORGE_78-32_iDASv3-P11_UTC190427213008,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427213008,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427213423.sgy,FORGE_78-32_iDASv3-P11_UTC190427213423.sgy,FORGE_78-32_iDASv3-P11_UTC190427213423,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427213423,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427215908.sgy,FORGE_78-32_iDASv3-P11_UTC190427215908.sgy,FORGE_78-32_iDASv3-P11_UTC190427215908,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427215908,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427222823.sgy,FORGE_78-32_iDASv3-P11_UTC190427222823.sgy,FORGE_78-32_iDASv3-P11_UTC190427222823,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427222823,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190427235053.sgy,FORGE_78-32_iDASv3-P11_UTC190427235053.sgy,FORGE_78-32_iDASv3-P11_UTC190427235053,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190427235053,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190428021238.sgy,FORGE_78-32_iDASv3-P11_UTC190428021238.sgy,FORGE_78-32_iDASv3-P11_UTC190428021238,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190428021238,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190428151938.sgy,FORGE_78-32_iDASv3-P11_UTC190428151938.sgy,FORGE_78-32_iDASv3-P11_UTC190428151938,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190428151938,1000.0
utah_2019,utah_2019,event,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/event/FORGE_78-32_iDASv3-P11_UTC190428152053.sgy,FORGE_78-32_iDASv3-P11_UTC190428152053.sgy,FORGE_78-32_iDASv3-P11_UTC190428152053,.sgy,utah_2019__FORGE_78-32_iDASv3-P11_UTC190428152053,1000.0
