segment_id,group_id,dataset_id,site,view,data_type,label,file_path,file_name,file_stem,start_sec,end_sec,ch_start,ch_end,original_fs
29,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426090853,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426090853.sgy,FORGE_78-32_iDASv3-P11_UTC190426090853.sgy,FORGE_78-32_iDASv3-P11_UTC190426090853,27.0,29.0,273,678,1000.0
30,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,0.0,2.0,679,1084,1000.0
31,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,1.0,3.0,679,1084,1000.0
32,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,2.0,4.0,679,1084,1000.0
33,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,4.0,6.0,679,1084,1000.0
34,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,6.0,8.0,679,1084,1000.0
35,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,10.0,12.0,679,1084,1000.0
36,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,13.0,15.0,679,1084,1000.0
37,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,14.0,16.0,679,1084,1000.0
38,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,15.0,17.0,679,1084,1000.0
39,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,17.0,19.0,679,1084,1000.0
40,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,18.0,20.0,679,1084,1000.0
41,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,19.0,21.0,679,1084,1000.0
42,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,21.0,23.0,679,1084,1000.0
43,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,26.0,28.0,679,1084,1000.0
44,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,28.0,30.0,679,1084,1000.0
45,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,0.0,2.0,273,678,1000.0
46,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,1.0,3.0,273,678,1000.0
47,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,2.0,4.0,273,678,1000.0
48,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,4.0,6.0,273,678,1000.0
49,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,6.0,8.0,273,678,1000.0
50,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,10.0,12.0,273,678,1000.0
51,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,13.0,15.0,273,678,1000.0
52,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,14.0,16.0,273,678,1000.0
53,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,15.0,17.0,273,678,1000.0
54,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,17.0,19.0,273,678,1000.0
55,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,18.0,20.0,273,678,1000.0
56,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,19.0,21.0,273,678,1000.0
57,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,21.0,23.0,273,678,1000.0
58,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,26.0,28.0,273,678,1000.0
59,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426205808,utah_2019,utah_2019,utah_2019_2,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808.sgy,FORGE_78-32_iDASv3-P11_UTC190426205808,28.0,30.0,273,678,1000.0
60,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,0.0,2.0,679,1084,1000.0
61,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,2.0,4.0,679,1084,1000.0
62,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,3.0,5.0,679,1084,1000.0
63,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,4.0,6.0,679,1084,1000.0
64,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,6.0,8.0,679,1084,1000.0
65,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,10.0,12.0,679,1084,1000.0
66,utah_2019__FORGE_78-32_iDASv3-P11_UTC190426221653,utah_2019,utah_2019,utah_2019_1,noise,0,/home/ted1204/MS_Detection_Datamaker/MS_datamaker_UTAH_2019/data/noise/FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653.sgy,FORGE_78-32_iDASv3-P11_UTC190426221653,11.0,13.0,679,1084,1000.0
