shot_id,segment_index,split_id,split_name,ch_start,ch_end,start_sec,end_sec,duration_sec,png_path,segments_csv_path,label,label_reason
0000_RAW_20230719_014658.140.sgy,1,5,split_05_ch2200_2605,2200,2605,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0000_RAW_20230719_014658.140\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,1,6,split_06_ch2650_3055,2650,3055,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0000_RAW_20230719_014658.140\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,2,1,split_01_ch0400_0805,400,805,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0000_RAW_20230719_014658.140\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,2,2,split_02_ch0850_1255,850,1255,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0000_RAW_20230719_014658.140\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,2,3,split_03_ch1300_1705,1300,1705,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0000_RAW_20230719_014658.140\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,2,4,split_04_ch1750_2155,1750,2155,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0000_RAW_20230719_014658.140\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,2,5,split_05_ch2200_2605,2200,2605,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0000_RAW_20230719_014658.140\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,2,6,split_06_ch2650_3055,2650,3055,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0000_RAW_20230719_014658.140\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,3,1,split_01_ch0400_0805,400,805,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0000_RAW_20230719_014658.140\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,3,2,split_02_ch0850_1255,850,1255,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0000_RAW_20230719_014658.140\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0000_RAW_20230719_014658.140\segments.csv,event,picked_event_split
0000_RAW_20230719_014658.140.sgy,3,3,split_03_ch1300_1705,1300,1705,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0000_RAW_20230719_014658.140\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0000_RAW_20230719_014658.140\segments.csv,ignore,same_time_other_split_has_event
0000_RAW_20230719_014658.140.sgy,3,4,split_04_ch1750_2155,1750,2155,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0000_RAW_20230719_014658.140\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0000_RAW_20230719_014658.140\segments.csv,ignore,same_time_other_split_has_event
0000_RAW_20230719_014658.140.sgy,3,5,split_05_ch2200_2605,2200,2605,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0000_RAW_20230719_014658.140\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0000_RAW_20230719_014658.140\segments.csv,ignore,same_time_other_split_has_event
0000_RAW_20230719_014658.140.sgy,3,6,split_06_ch2650_3055,2650,3055,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0000_RAW_20230719_014658.140\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0000_RAW_20230719_014658.140\segments.csv,ignore,same_time_other_split_has_event
0001_RAW_20230719_015052.760.sgy,0,1,split_01_ch0400_0805,400,805,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\segments.csv,noise,default_noise
0001_RAW_20230719_015052.760.sgy,0,2,split_02_ch0850_1255,850,1255,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\segments.csv,noise,default_noise
0001_RAW_20230719_015052.760.sgy,0,3,split_03_ch1300_1705,1300,1705,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\segments.csv,noise,default_noise
0001_RAW_20230719_015052.760.sgy,0,4,split_04_ch1750_2155,1750,2155,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\segments.csv,noise,default_noise
0001_RAW_20230719_015052.760.sgy,0,5,split_05_ch2200_2605,2200,2605,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\segments.csv,noise,default_noise
0001_RAW_20230719_015052.760.sgy,0,6,split_06_ch2650_3055,2650,3055,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\segments.csv,noise,default_noise
0001_RAW_20230719_015052.760.sgy,1,1,split_01_ch0400_0805,400,805,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\segments.csv,ignore,same_time_other_split_has_event
0001_RAW_20230719_015052.760.sgy,1,2,split_02_ch0850_1255,850,1255,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\segments.csv,ignore,same_time_other_split_has_event
0001_RAW_20230719_015052.760.sgy,1,3,split_03_ch1300_1705,1300,1705,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,1,4,split_04_ch1750_2155,1750,2155,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,1,5,split_05_ch2200_2605,2200,2605,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,1,6,split_06_ch2650_3055,2650,3055,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,2,1,split_01_ch0400_0805,400,805,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,2,2,split_02_ch0850_1255,850,1255,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,2,3,split_03_ch1300_1705,1300,1705,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,2,4,split_04_ch1750_2155,1750,2155,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,2,5,split_05_ch2200_2605,2200,2605,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,2,6,split_06_ch2650_3055,2650,3055,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,3,1,split_01_ch0400_0805,400,805,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,3,2,split_02_ch0850_1255,850,1255,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0001_RAW_20230719_015052.760\segments.csv,event,picked_event_split
0001_RAW_20230719_015052.760.sgy,3,3,split_03_ch1300_1705,1300,1705,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0001_RAW_20230719_015052.760\segments.csv,ignore,same_time_other_split_has_event
0001_RAW_20230719_015052.760.sgy,3,4,split_04_ch1750_2155,1750,2155,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0001_RAW_20230719_015052.760\segments.csv,ignore,same_time_other_split_has_event
0001_RAW_20230719_015052.760.sgy,3,5,split_05_ch2200_2605,2200,2605,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0001_RAW_20230719_015052.760\segments.csv,ignore,same_time_other_split_has_event
0001_RAW_20230719_015052.760.sgy,3,6,split_06_ch2650_3055,2650,3055,3.0,5.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\seg_003.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0001_RAW_20230719_015052.760\segments.csv,ignore,same_time_other_split_has_event
0002_RAW_20230719_015140.420.sgy,0,1,split_01_ch0400_0805,400,805,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0002_RAW_20230719_015140.420\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0002_RAW_20230719_015140.420\segments.csv,noise,default_noise
0002_RAW_20230719_015140.420.sgy,0,2,split_02_ch0850_1255,850,1255,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0002_RAW_20230719_015140.420\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0002_RAW_20230719_015140.420\segments.csv,noise,default_noise
0002_RAW_20230719_015140.420.sgy,0,3,split_03_ch1300_1705,1300,1705,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0002_RAW_20230719_015140.420\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0002_RAW_20230719_015140.420\segments.csv,noise,default_noise
0002_RAW_20230719_015140.420.sgy,0,4,split_04_ch1750_2155,1750,2155,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0002_RAW_20230719_015140.420\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0002_RAW_20230719_015140.420\segments.csv,noise,default_noise
0002_RAW_20230719_015140.420.sgy,0,5,split_05_ch2200_2605,2200,2605,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0002_RAW_20230719_015140.420\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0002_RAW_20230719_015140.420\segments.csv,noise,default_noise
0002_RAW_20230719_015140.420.sgy,0,6,split_06_ch2650_3055,2650,3055,0.0,2.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0002_RAW_20230719_015140.420\seg_000.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0002_RAW_20230719_015140.420\segments.csv,noise,default_noise
0002_RAW_20230719_015140.420.sgy,1,1,split_01_ch0400_0805,400,805,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0002_RAW_20230719_015140.420\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0002_RAW_20230719_015140.420\segments.csv,ignore,same_time_other_split_has_event
0002_RAW_20230719_015140.420.sgy,1,2,split_02_ch0850_1255,850,1255,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0002_RAW_20230719_015140.420\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0002_RAW_20230719_015140.420\segments.csv,ignore,same_time_other_split_has_event
0002_RAW_20230719_015140.420.sgy,1,3,split_03_ch1300_1705,1300,1705,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0002_RAW_20230719_015140.420\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_03_ch1300_1705\0002_RAW_20230719_015140.420\segments.csv,event,picked_event_split
0002_RAW_20230719_015140.420.sgy,1,4,split_04_ch1750_2155,1750,2155,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0002_RAW_20230719_015140.420\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_04_ch1750_2155\0002_RAW_20230719_015140.420\segments.csv,event,picked_event_split
0002_RAW_20230719_015140.420.sgy,1,5,split_05_ch2200_2605,2200,2605,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0002_RAW_20230719_015140.420\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_05_ch2200_2605\0002_RAW_20230719_015140.420\segments.csv,event,picked_event_split
0002_RAW_20230719_015140.420.sgy,1,6,split_06_ch2650_3055,2650,3055,1.0,3.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0002_RAW_20230719_015140.420\seg_001.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_06_ch2650_3055\0002_RAW_20230719_015140.420\segments.csv,event,picked_event_split
0002_RAW_20230719_015140.420.sgy,2,1,split_01_ch0400_0805,400,805,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0002_RAW_20230719_015140.420\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_01_ch0400_0805\0002_RAW_20230719_015140.420\segments.csv,event,picked_event_split
0002_RAW_20230719_015140.420.sgy,2,2,split_02_ch0850_1255,850,1255,2.0,4.0,2.0,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0002_RAW_20230719_015140.420\seg_002.png,C:\Users\owner\Desktop\utah_2023\labeling_process\image\utah_2023_2s_overlap_1s\split_02_ch0850_1255\0002_RAW_20230719_015140.420\segments.csv,event,picked_event_split
